*CREATOR
msr_cutter.exe;[V6.02.06]
msr2csv.exe;[V6.02.06]

*STARTTIME
2024-07-05;23:18:44;

*MODUL
NAME;MSR327894;MSR327894;MSR327894;MSR327894;MSR327894
*NAME
NAME; ; ; ; ; 

ID;[C26113 V5.132];[C26113 V5.132];[C26113 V5.132];[C26113 V5.132];[C26113 V5.132]

*CHANNEL
TIME;RH;T_RH;BAT;RH2;T_RH2

*UNIT
;%;°C;V;%;°C

*LIMITS
ALARM;;;;;
RECRD;;;;;
LIMIT1;;;;;
LIMIT2;;;;;

*DATA
2024-07-05 23:21:24.225;56.8;24.3600006103516;;55.6100006103516;25.7399997711182
2024-07-05 23:21:29.225;57.1;24.3400001525879;;55.2700004577637;25.7199993133545
2024-07-05 23:21:34.225;57.2;24.3099994659424;;54.8400001525879;25.6900005340576
2024-07-05 23:21:39.225;56.8;24.2800006866455;;54.8899993896484;25.6700000762939
2024-07-05 23:21:44.225;56.4;24.25;;54.6599998474121;25.6499996185303
2024-07-05 23:21:49.225;56.7;24.2199993133545;;54.7700004577637;25.6299991607666
2024-07-05 23:21:54.225;56.7;24.2000007629395;;55;25.6100006103516
2024-07-05 23:21:59.225;56.9;24.1700000762939;;55.0299987792969;25.5900001525879
2024-07-05 23:22:04.225;56.8;24.1599998474121;;54.8400001525879;25.5799999237061
2024-07-05 23:22:09.225;56.7;24.1299991607666;;54.9500007629395;25.5699996948242
2024-07-05 23:22:14.225;57.2;24.1200008392334;;55.1800003051758;25.5599994659424
2024-07-05 23:22:19.225;57.0;24.1000003814697;;55.0299987792969;25.5499992370605
2024-07-05 23:22:24.225;56.8;24.0799999237061;;55.3800010681152;25.5400009155273
2024-07-05 23:22:29.225;57.0;24.0699996948242;;55.060001373291;25.5200004577637
2024-07-05 23:22:34.225;57.0;24.0599994659424;;54.9500007629395;25.5200004577637
2024-07-05 23:22:39.225;57.0;24.0400009155273;;55.5;25.5200004577637
2024-07-05 23:22:44.225;57.2;24.0300006866455;;56.6300010681152;25.5300006866455
2024-07-05 23:22:49.225;57.5;24.0200004577637;;56.7999992370605;25.5300006866455
2024-07-05 23:22:54.225;57.7;24.0100002288818;;56.689998626709;25.5300006866455
2024-07-05 23:22:59.225;58.0;23.9899997711182;;57.4799995422363;25.5400009155273
2024-07-05 23:23:04.225;59.0;23.9899997711182;;57.9900016784668;25.5400009155273
2024-07-05 23:23:09.225;59.2;23.9899997711182;;58.4099998474121;25.5400009155273
2024-07-05 23:23:14.225;59.2;23.9799995422363;;58.810001373291;25.5499992370605
2024-07-05 23:23:19.225;58.9;23.9799995422363;;58.9599990844727;25.5499992370605
2024-07-05 23:23:24.225;58.5;23.9699993133545;;58.2599983215332;25.5499992370605
2024-07-05 23:23:29.225;58.9;23.9699993133545;;58.810001373291;25.5499992370605
2024-07-05 23:23:34.225;59.0;23.9599990844727;;58.810001373291;25.5499992370605
2024-07-05 23:23:39.225;58.6;23.9500007629395;;59.2099990844727;25.5499992370605
2024-07-05 23:23:44.225;58.0;23.9400005340576;3.91;58.5200004577637;25.5499992370605
2024-07-05 23:23:49.225;58.3;23.9400005340576;;58.1399993896484;25.5400009155273
2024-07-05 23:23:54.225;58.7;23.9400005340576;;58.2299995422363;25.5400009155273
2024-07-05 23:23:59.225;58.8;23.9400005340576;;58.4900016784668;25.5300006866455
2024-07-05 23:24:04.225;59.3;23.9400005340576;;59.1500015258789;25.5300006866455
2024-07-05 23:24:09.225;59.7;23.9300003051758;;59.2999992370605;25.5300006866455
2024-07-05 23:24:14.225;59.9;23.9300003051758;;59.2700004577637;25.5200004577637
2024-07-05 23:24:19.225;60.0;23.9300003051758;;59.25;25.5200004577637
2024-07-05 23:24:24.225;60.2;23.9300003051758;;59.4099998474121;25.5300006866455
2024-07-05 23:24:29.225;60.8;23.9300003051758;;59.3899993896484;25.5200004577637
2024-07-05 23:24:34.225;60.3;23.9300003051758;;59.0699996948242;25.5200004577637
2024-07-05 23:24:39.225;60.4;23.9300003051758;;59.2999992370605;25.5100002288818
2024-07-05 23:24:44.225;60.4;23.9200000762939;;59.2999992370605;25.5100002288818
2024-07-05 23:24:49.225;59.8;23.9200000762939;;59.6800003051758;25.5100002288818
2024-07-05 23:24:54.225;60.1;23.9099998474121;;59.9099998474121;25.5100002288818
2024-07-05 23:24:59.225;59.4;23.9099998474121;;59.5400009155273;25.5100002288818
2024-07-05 23:25:04.225;58.5;23.8999996185303;;59.0999984741211;25.5
2024-07-05 23:25:09.225;58.5;23.8899993896484;;59.6800003051758;25.5
2024-07-05 23:25:14.225;59.5;23.8799991607666;;59.9700012207031;25.5
2024-07-05 23:25:19.225;59.7;23.8799991607666;;60;25.5
2024-07-05 23:25:24.225;59.2;23.8700008392334;;59.7599983215332;25.4899997711182
2024-07-05 23:25:29.225;59.5;23.8600006103516;;60.2299995422363;25.4899997711182
2024-07-05 23:25:34.225;59.6;23.8600006103516;;60.1199989318848;25.4899997711182
2024-07-05 23:25:39.225;59.8;23.8600006103516;;60.2599983215332;25.4899997711182
2024-07-05 23:25:44.225;59.8;23.8600006103516;;60.0499992370605;25.4899997711182
2024-07-05 23:25:49.225;59.7;23.8400001525879;;60.1199989318848;25.4899997711182
2024-07-05 23:25:54.225;60.0;23.8400001525879;;60.3699989318848;25.4899997711182
2024-07-05 23:25:59.225;60.0;23.8400001525879;;60.5499992370605;25.4799995422363
2024-07-05 23:26:04.225;60.2;23.8299999237061;;60.5499992370605;25.4799995422363
2024-07-05 23:26:09.225;59.9;23.8299999237061;;60.6300010681152;25.4799995422363
2024-07-05 23:26:14.225;59.6;23.8099994659424;;60.4300003051758;25.4799995422363
2024-07-05 23:26:19.225;59.5;23.8099994659424;;60.4300003051758;25.4599990844727
2024-07-05 23:26:24.225;59.0;23.7900009155273;;59.8499984741211;25.4599990844727
2024-07-05 23:26:29.225;59.0;23.7800006866455;;59.0699996948242;25.4500007629395
2024-07-05 23:26:34.225;58.7;23.7700004577637;;58.810001373291;25.4400005340576
2024-07-05 23:26:39.225;58.3;23.75;;58.5999984741211;25.4200000762939
2024-07-05 23:26:44.225;58.7;23.7399997711182;;59.0999984741211;25.4200000762939
2024-07-05 23:26:49.225;59.5;23.7299995422363;;59.8499984741211;25.4200000762939
2024-07-05 23:26:54.225;59.9;23.7299995422363;;60.1199989318848;25.4200000762939
2024-07-05 23:26:59.225;59.1;23.7199993133545;;59.7000007629395;25.4099998474121
2024-07-05 23:27:04.225;58.9;23.7099990844727;;59.7299995422363;25.4099998474121
2024-07-05 23:27:09.225;59.1;23.7099990844727;;59.0400009155273;25.4099998474121
2024-07-05 23:27:14.225;58.6;23.6900005340576;;59.3300018310547;25.3999996185303
2024-07-05 23:27:19.225;58.8;23.6800003051758;;59.8499984741211;25.3999996185303
2024-07-05 23:27:24.225;59.8;23.6700000762939;;60.3699989318848;25.3999996185303
2024-07-05 23:27:29.225;59.2;23.6700000762939;;60.7799987792969;25.3999996185303
2024-07-05 23:27:34.225;59.3;23.6599998474121;;60.7299995422363;25.3899993896484
2024-07-05 23:27:39.225;59.3;23.6499996185303;;60.0200004577637;25.3799991607666
2024-07-05 23:27:44.225;59.3;23.6399993896484;;58.5699996948242;25.3600006103516
2024-07-05 23:27:49.225;59.7;23.6499996185303;;58.3800010681152;25.3500003814697
2024-07-05 23:27:54.225;60.1;23.6499996185303;;59.2999992370605;25.3400001525879
2024-07-05 23:27:59.225;59.7;23.6499996185303;;59.7299995422363;25.3500003814697
2024-07-05 23:28:04.225;59.7;23.6499996185303;;60.2000007629395;25.3500003814697
2024-07-05 23:28:09.225;59.5;23.6399993896484;;60.0499992370605;25.3500003814697
2024-07-05 23:28:14.225;59.2;23.6299991607666;;59.7900009155273;25.3500003814697
2024-07-05 23:28:19.225;59.3;23.6299991607666;;58.5999984741211;25.3400001525879
2024-07-05 23:28:24.225;58.9;23.6299991607666;;57.9099998474121;25.3099994659424
2024-07-05 23:28:29.225;59.0;23.6200008392334;;57.439998626709;25.2999992370605
2024-07-05 23:28:34.225;59.1;23.6100006103516;;58.1399993896484;25.2999992370605
2024-07-05 23:28:39.225;59.2;23.6100006103516;;58.9799995422363;25.2999992370605
2024-07-05 23:28:44.225;58.9;23.6100006103516;3.91;58.9799995422363;25.2999992370605
2024-07-05 23:28:49.225;58.9;23.6000003814697;;58.5699996948242;25.2900009155273
2024-07-05 23:28:54.225;59.2;23.6000003814697;;58.060001373291;25.2900009155273
2024-07-05 23:28:59.225;59.7;23.6000003814697;;58.6399993896484;25.2800006866455
2024-07-05 23:29:04.225;59.7;23.6000003814697;;58.9799995422363;25.2800006866455
2024-07-05 23:29:09.225;59.6;23.6000003814697;;58.7799987792969;25.2900009155273
2024-07-05 23:29:14.225;59.0;23.5900001525879;;58.1699981689453;25.2800006866455
2024-07-05 23:29:19.225;58.8;23.5900001525879;;58.0900001525879;25.2800006866455
2024-07-05 23:29:24.225;59.3;23.5900001525879;;58.060001373291;25.2800006866455
2024-07-05 23:29:29.225;59.8;23.6000003814697;;59.2099990844727;25.2800006866455
2024-07-05 23:29:34.225;60.0;23.6000003814697;;59.6800003051758;25.2800006866455
2024-07-05 23:29:39.225;59.7;23.6000003814697;;59.25;25.2700004577637
2024-07-05 23:29:44.225;59.5;23.6000003814697;;59.2099990844727;25.2700004577637
2024-07-05 23:29:49.225;60.1;23.6000003814697;;59.1800003051758;25.2600002288818
2024-07-05 23:29:54.225;60.0;23.5900001525879;;58.5400009155273;25.25
2024-07-05 23:29:59.225;59.5;23.5900001525879;;58.4599990844727;25.25
2024-07-05 23:30:04.225;59.7;23.5799999237061;;58.2599983215332;25.2399997711182
2024-07-05 23:30:09.225;60.2;23.5799999237061;;58.810001373291;25.2399997711182
2024-07-05 23:30:14.225;60.0;23.5699996948242;;59.1199989318848;25.2399997711182
2024-07-05 23:30:19.225;59.7;23.5599994659424;;59.4099998474121;25.2399997711182
2024-07-05 23:30:24.225;59.9;23.5400009155273;;59.1800003051758;25.2399997711182
2024-07-05 23:30:29.225;59.7;23.5300006866455;;59.1800003051758;25.2299995422363
2024-07-05 23:30:34.225;60.1;23.5300006866455;;59.2999992370605;25.2299995422363
2024-07-05 23:30:39.225;60.1;23.5200004577637;;59.1800003051758;25.2199993133545
2024-07-05 23:30:44.225;59.9;23.5200004577637;;58.3800010681152;25.2099990844727
2024-07-05 23:30:49.225;59.9;23.5100002288818;;57.939998626709;25.2000007629395
2024-07-05 23:30:54.225;60.3;23.5;;57.9900016784668;25.2000007629395
2024-07-05 23:30:59.225;60.1;23.4899997711182;;58.4000015258789;25.1900005340576
2024-07-05 23:31:04.225;59.7;23.4799995422363;;58.3800010681152;25.1900005340576
2024-07-05 23:31:09.225;59.7;23.4799995422363;;59.0400009155273;25.2000007629395
2024-07-05 23:31:14.225;59.6;23.4699993133545;;58.7799987792969;25.1900005340576
2024-07-05 23:31:19.225;60.1;23.4699993133545;;58.6699981689453;25.1700000762939
2024-07-05 23:31:24.225;60.1;23.4699993133545;;59.1500015258789;25.1700000762939
2024-07-05 23:31:29.225;60.2;23.4699993133545;;58.4900016784668;25.1599998474121
2024-07-05 23:31:34.225;59.2;23.4599990844727;;57.8499984741211;25.1499996185303
2024-07-05 23:31:39.225;59.5;23.4500007629395;;57.6199989318848;25.1499996185303
2024-07-05 23:31:44.225;60.3;23.4500007629395;;57.3499984741211;25.1399993896484
2024-07-05 23:31:49.225;60.3;23.4400005340576;;57.4099998474121;25.1399993896484
2024-07-05 23:31:54.225;60.0;23.4400005340576;;57.3499984741211;25.1299991607666
2024-07-05 23:31:59.225;59.6;23.4400005340576;;57.1199989318848;25.1299991607666
2024-07-05 23:32:04.225;59.5;23.4300003051758;;57.5299987792969;25.1299991607666
2024-07-05 23:32:09.225;59.3;23.4300003051758;;58.060001373291;25.1299991607666
2024-07-05 23:32:14.225;59.8;23.4400005340576;;58.4300003051758;25.1299991607666
2024-07-05 23:32:19.225;60.1;23.4400005340576;;58.8600006103516;25.1399993896484
2024-07-05 23:32:24.225;59.8;23.4400005340576;;58.060001373291;25.1200008392334
2024-07-05 23:32:29.225;59.3;23.4300003051758;;57.6699981689453;25.1200008392334
2024-07-05 23:32:34.225;59.3;23.4300003051758;;57.3499984741211;25.1100006103516
2024-07-05 23:32:39.225;59.3;23.4200000762939;;57.2099990844727;25.1000003814697
2024-07-05 23:32:44.225;59.6;23.4200000762939;;57.8499984741211;25.1100006103516
2024-07-05 23:32:49.225;59.8;23.4200000762939;;58.1699981689453;25.1100006103516
2024-07-05 23:32:54.225;59.5;23.4200000762939;;58.1399993896484;25.1200008392334
2024-07-05 23:32:59.225;59.5;23.4200000762939;;57.9900016784668;25.1100006103516
2024-07-05 23:33:04.225;59.8;23.4200000762939;;57.8499984741211;25.1100006103516
2024-07-05 23:33:09.225;59.6;23.4200000762939;;57.4799995422363;25.1000003814697
2024-07-05 23:33:14.225;59.9;23.4200000762939;;57.9599990844727;25.1100006103516
2024-07-05 23:33:19.225;60.4;23.4200000762939;;59.0099983215332;25.1100006103516
2024-07-05 23:33:24.225;60.3;23.4200000762939;;59.0400009155273;25.1100006103516
2024-07-05 23:33:29.225;59.8;23.4099998474121;;58.4300003051758;25.1000003814697
2024-07-05 23:33:34.225;59.8;23.4099998474121;;57.6699981689453;25.0699996948242
2024-07-05 23:33:39.225;60.2;23.4099998474121;;57.3199996948242;25.0499992370605
2024-07-05 23:33:44.225;60.6;23.4099998474121;3.91;57.1800003051758;25.0200004577637
2024-07-05 23:33:49.225;60.6;23.3899993896484;;56.9500007629395;25.0100002288818
2024-07-05 23:33:54.225;60.1;23.3899993896484;;57.5299987792969;25
2024-07-05 23:33:59.225;59.9;23.3799991607666;;57.5;25
2024-07-05 23:34:04.225;60.0;23.3700008392334;;57.2999992370605;24.9799995422363
2024-07-05 23:34:09.225;59.8;23.3600006103516;;56.9799995422363;24.9699993133545
2024-07-05 23:34:14.225;59.5;23.3600006103516;;56.9199981689453;24.9500007629395
2024-07-05 23:34:19.225;59.5;23.3500003814697;;57.1199989318848;24.9500007629395
2024-07-05 23:34:24.225;60.0;23.3400001525879;;57.2400016784668;24.9500007629395
2024-07-05 23:34:29.225;60.3;23.3400001525879;;57.6699981689453;24.9599990844727
2024-07-05 23:34:34.225;59.9;23.3400001525879;;58.0800018310547;24.9699993133545
2024-07-05 23:34:39.225;59.8;23.3400001525879;;57.9300003051758;24.9699993133545
2024-07-05 23:34:44.225;59.5;23.3299999237061;;57.6100006103516;24.9699993133545
2024-07-05 23:34:49.225;59.5;23.3299999237061;;58.2200012207031;24.9699993133545
2024-07-05 23:34:54.225;59.6;23.3299999237061;;58.4599990844727;24.9799995422363
2024-07-05 23:34:59.225;59.7;23.3199996948242;;59.4099998474121;24.9899997711182
2024-07-05 23:35:04.225;60.8;23.3299999237061;;60.25;24.9899997711182
2024-07-05 23:35:09.225;61.6;23.3299999237061;;60.0800018310547;24.9899997711182
2024-07-05 23:35:14.225;61.9;23.3299999237061;;60.4300003051758;24.9899997711182
2024-07-05 23:35:19.225;61.9;23.3299999237061;;60.75;25
2024-07-05 23:35:24.225;61.7;23.3299999237061;;60.6599998474121;25
2024-07-05 23:35:29.225;61.5;23.3299999237061;;59.7299995422363;25
2024-07-05 23:35:34.225;61.5;23.3400001525879;;59.2999992370605;24.9899997711182
2024-07-05 23:35:39.225;61.4;23.3299999237061;;58.689998626709;24.9899997711182
2024-07-05 23:35:44.225;61.0;23.3299999237061;;58.5099983215332;24.9799995422363
2024-07-05 23:35:49.225;60.4;23.3299999237061;;58.5099983215332;24.9699993133545
2024-07-05 23:35:54.225;60.1;23.3299999237061;;58.9199981689453;24.9699993133545
2024-07-05 23:35:59.225;60.5;23.3299999237061;;59.7299995422363;24.9699993133545
2024-07-05 23:36:04.225;60.3;23.3199996948242;;60.3400001525879;24.9899997711182
2024-07-05 23:36:09.225;61.0;23.3199996948242;;61.0099983215332;24.9899997711182
2024-07-05 23:36:14.225;61.5;23.3199996948242;;61.2099990844727;24.9899997711182
2024-07-05 23:36:19.225;61.7;23.3199996948242;;61.2999992370605;24.9899997711182
2024-07-05 23:36:24.225;62.0;23.3299999237061;;61.3300018310547;24.9899997711182
2024-07-05 23:36:29.225;62.1;23.3299999237061;;61.4099998474121;25
2024-07-05 23:36:34.225;61.8;23.3299999237061;;61.2400016784668;24.9899997711182
2024-07-05 23:36:39.225;61.7;23.3299999237061;;60.8899993896484;25
2024-07-05 23:36:44.225;61.5;23.3299999237061;;60.9500007629395;24.9899997711182
2024-07-05 23:36:49.225;61.0;23.3199996948242;;60.25;24.9799995422363
2024-07-05 23:36:54.225;60.3;23.3099994659424;;59.0400009155273;24.9699993133545
2024-07-05 23:36:59.225;60.8;23.3099994659424;;59.0400009155273;24.9599990844727
2024-07-05 23:37:04.225;60.8;23.3099994659424;;59.2999992370605;24.9500007629395
2024-07-05 23:37:09.225;60.8;23.2999992370605;;59.2700004577637;24.9300003051758
2024-07-05 23:37:14.225;60.5;23.2900009155273;;59.1500015258789;24.9300003051758
2024-07-05 23:37:19.225;60.5;23.2900009155273;;59.5299987792969;24.9300003051758
2024-07-05 23:37:24.225;60.3;23.2700004577637;;59.6699981689453;24.9300003051758
2024-07-05 23:37:29.225;60.1;23.25;;58.9799995422363;24.9099998474121
2024-07-05 23:37:34.225;60.0;23.25;;57.9000015258789;24.8899993896484
2024-07-05 23:37:39.225;60.8;23.25;;57.5;24.8600006103516
2024-07-05 23:37:44.225;60.8;23.25;;57.5;24.8600006103516
2024-07-05 23:37:49.225;60.3;23.2700004577637;;57.9300003051758;24.8600006103516
2024-07-05 23:37:54.225;60.7;23.2700004577637;;58.310001373291;24.8600006103516
2024-07-05 23:37:59.225;60.3;23.2700004577637;;58.7200012207031;24.8600006103516
2024-07-05 23:38:04.225;60.8;23.2700004577637;;59.0400009155273;24.8600006103516
2024-07-05 23:38:09.225;60.7;23.2700004577637;;59.5;24.8600006103516
2024-07-05 23:38:14.225;60.5;23.2700004577637;;60.2000007629395;24.8700008392334
2024-07-05 23:38:19.225;60.3;23.25;;59.560001373291;24.8600006103516
2024-07-05 23:38:24.225;60.8;23.25;;59.1800003051758;24.8600006103516
2024-07-05 23:38:29.225;60.7;23.25;;59.4700012207031;24.8600006103516
2024-07-05 23:38:34.225;61.0;23.25;;59.3800010681152;24.8600006103516
2024-07-05 23:38:39.225;61.6;23.25;;60.0499992370605;24.8600006103516
2024-07-05 23:38:44.225;61.1;23.25;3.91;60.1399993896484;24.8600006103516
2024-07-05 23:38:49.225;60.6;23.25;;60.0499992370605;24.8899993896484
2024-07-05 23:38:54.225;60.3;23.25;;59.9900016784668;24.8600006103516
2024-07-05 23:38:59.225;60.1;23.2399997711182;;60.7200012207031;24.8899993896484
2024-07-05 23:39:04.225;60.5;23.2399997711182;;60.7700004577637;24.9099998474121
2024-07-05 23:39:09.225;60.8;23.2399997711182;;60.689998626709;24.8999996185303
2024-07-05 23:39:14.225;61.4;23.2399997711182;;60.2200012207031;24.8899993896484
2024-07-05 23:39:19.225;61.5;23.2399997711182;;60.5099983215332;24.8899993896484
2024-07-05 23:39:24.225;61.4;23.2399997711182;;60.7200012207031;24.8999996185303
2024-07-05 23:39:29.225;61.0;23.2399997711182;;60.5099983215332;24.8600006103516
2024-07-05 23:39:34.225;60.4;23.2299995422363;;59.4099998474121;24.8600006103516
2024-07-05 23:39:39.225;60.3;23.2199993133545;;58.9199981689453;24.8600006103516
2024-07-05 23:39:44.225;61.0;23.2199993133545;;59.2999992370605;24.8600006103516
2024-07-05 23:39:49.225;60.8;23.2199993133545;;59.1800003051758;24.8600006103516
2024-07-05 23:39:54.225;61.1;23.2199993133545;;59.7900009155273;24.8600006103516
2024-07-05 23:39:59.225;61.6;23.2199993133545;;60.3400001525879;24.8600006103516
2024-07-05 23:40:04.225;61.2;23.2199993133545;;60.4000015258789;24.8600006103516
2024-07-05 23:40:09.225;60.9;23.2199993133545;;59.7900009155273;24.8600006103516
2024-07-05 23:40:14.225;60.8;23.2199993133545;;59.8199996948242;24.8600006103516
2024-07-05 23:40:19.225;60.6;23.2099990844727;;59.5299987792969;24.8600006103516
2024-07-05 23:40:24.225;61.1;23.2099990844727;;59.560001373291;24.8600006103516
2024-07-05 23:40:29.225;61.2;23.2199993133545;;59.6399993896484;24.8600006103516
2024-07-05 23:40:34.225;61.4;23.2199993133545;;59.7000007629395;24.8600006103516
2024-07-05 23:40:39.225;60.9;23.2199993133545;;58.689998626709;24.8500003814697
2024-07-05 23:40:44.225;61.0;23.2199993133545;;58.3699989318848;24.8500003814697
2024-07-05 23:40:49.225;60.5;23.2199993133545;;57.439998626709;24.8500003814697
2024-07-05 23:40:54.225;60.9;23.2299995422363;;57.1800003051758;24.8500003814697
2024-07-05 23:40:59.225;61.0;23.2399997711182;;58.1100006103516;24.8500003814697
2024-07-05 23:41:04.225;61.1;23.25;;58.25;24.8500003814697
2024-07-05 23:41:09.225;60.8;23.25;;57.7299995422363;24.8500003814697
2024-07-05 23:41:14.225;60.5;23.25;;57.4099998474121;24.8400001525879
2024-07-05 23:41:19.225;60.6;23.2700004577637;;57.2999992370605;24.8400001525879
2024-07-05 23:41:24.225;61.0;23.2700004577637;;57.1800003051758;24.8199996948242
2024-07-05 23:41:29.225;60.3;23.2800006866455;;57.2700004577637;24.8299999237061
2024-07-05 23:41:34.225;60.5;23.2900009155273;;57.2099990844727;24.8299999237061
2024-07-05 23:41:39.225;60.5;23.2900009155273;;57.5299987792969;24.8199996948242
2024-07-05 23:41:44.225;60.8;23.2999992370605;;57.8199996948242;24.8500003814697
2024-07-05 23:41:49.225;60.6;23.2999992370605;;58.0200004577637;24.8400001525879
2024-07-05 23:41:54.225;61.4;23.3099994659424;;58.6599998474121;24.8500003814697
2024-07-05 23:41:59.225;61.2;23.3099994659424;;59.4700012207031;24.8500003814697
2024-07-05 23:42:04.225;61.3;23.3099994659424;;59.560001373291;24.8500003814697
2024-07-05 23:42:09.225;61.4;23.3199996948242;;59.8499984741211;24.8500003814697
2024-07-05 23:42:14.225;60.9;23.3299999237061;;59.6699981689453;24.8500003814697
2024-07-05 23:42:19.225;61.1;23.3299999237061;;59.6100006103516;24.8500003814697
2024-07-05 23:42:24.225;60.8;23.3199996948242;;59.8800010681152;24.8500003814697
2024-07-05 23:42:29.225;61.4;23.3299999237061;;59.4700012207031;24.8500003814697
2024-07-05 23:42:34.225;61.3;23.3199996948242;;59.2400016784668;24.8500003814697
2024-07-05 23:42:39.225;61.4;23.3299999237061;;58.5999984741211;24.8500003814697
2024-07-05 23:42:44.225;61.6;23.3299999237061;;58.8899993896484;24.8500003814697
2024-07-05 23:42:49.225;61.0;23.3400001525879;;58.9500007629395;24.8500003814697
2024-07-05 23:42:54.225;60.6;23.3400001525879;;59.560001373291;24.8500003814697
2024-07-05 23:42:59.225;60.4;23.3400001525879;;58.9799995422363;24.8500003814697
2024-07-05 23:43:04.225;60.1;23.3400001525879;;58.1699981689453;24.8500003814697
2024-07-05 23:43:09.225;60.4;23.3400001525879;;58.0200004577637;24.8500003814697
2024-07-05 23:43:14.225;60.9;23.3400001525879;;57.7599983215332;24.8500003814697
2024-07-05 23:43:19.225;61.1;23.3500003814697;;58.3699989318848;24.8500003814697
2024-07-05 23:43:24.225;61.2;23.3400001525879;;58.9799995422363;24.8500003814697
2024-07-05 23:43:29.225;61.2;23.3400001525879;;59.5;24.8500003814697
2024-07-05 23:43:34.225;61.8;23.3500003814697;;59.6399993896484;24.8500003814697
2024-07-05 23:43:39.225;61.7;23.3500003814697;;60.310001373291;24.8500003814697
2024-07-05 23:43:44.225;61.9;23.3400001525879;3.91;61.0900001525879;24.8500003814697
2024-07-05 23:43:49.225;62.4;23.3400001525879;;61.5299987792969;24.8500003814697
2024-07-05 23:43:54.225;62.3;23.3400001525879;;61.3800010681152;24.8500003814697
2024-07-05 23:43:59.225;61.7;23.3400001525879;;60.9799995422363;24.8500003814697
2024-07-05 23:44:04.225;61.8;23.3400001525879;;61.1500015258789;24.8600006103516
2024-07-05 23:44:09.225;61.7;23.3299999237061;;61.5;24.8600006103516
2024-07-05 23:44:14.225;61.7;23.3299999237061;;61.3800010681152;24.8600006103516
2024-07-05 23:44:19.225;60.8;23.3199996948242;;59.6699981689453;24.8500003814697
2024-07-05 23:44:24.225;60.7;23.3199996948242;;58.3699989318848;24.8500003814697
2024-07-05 23:44:29.225;60.6;23.3299999237061;;57.9900016784668;24.8500003814697
